state,company,model,year,original_price,accident_score,repair_cost,km_driven,fuel_type,resale_price
Odisha,Mahindra,XUV700,2016,2253000,9,200800,218342,Petrol,300000
Gujarat,Mahindra,Thar,2010,1749000,7,199000,99256,Petrol,316000
Ladakh,Volkswagen,Taigun,2019,1650000,8,181300,221944,Diesel,221000
Puducherry,Tata,Nexon,2020,1178000,2,4700,103597,Petrol,710000
Ladakh,Honda,City,2013,1240000,10,383400,18494,Diesel,118000
Odisha,Honda,Amaze,2011,955000,3,23900,233705,Petrol,250000
Meghalaya,Skoda,Octavia,2016,3000000,1,4500,167174,Petrol,1155000
Mizoram,Maruti Suzuki,Swift,2014,666000,6,65600,57562,Petrol,274000
Sikkim,Maruti Suzuki,Baleno,2022,848000,10,424200,152811,Petrol,191000
Chhattisgarh,Kia,Carens,2011,1501000,9,351000,237657,Petrol,147000
Assam,Hyundai,i20,2013,899000,6,163100,175481,Diesel,120000
Manipur,Maruti Suzuki,Swift,2022,601000,4,40000,217693,Petrol,304000
Arunachal Pradesh,Skoda,Slavia,2022,1212000,3,33200,103888,Diesel,778000
Haryana,Volkswagen,Taigun,2015,1679000,4,27500,97219,Diesel,584000
Meghalaya,Mahindra,Thar,2013,1643000,9,397800,113282,Petrol,261000
Andhra Pradesh,Mahindra,Thar,2012,1397000,3,23500,119964,Petrol,532000
Meghalaya,Honda,City,2017,1445000,2,600,177381,Petrol,686000
Lakshadweep,Mahindra,Bolero,2023,1062000,4,34100,98574,Diesel,777000
Puducherry,Honda,Elevate,2014,1385000,9,364000,88586,Petrol,313000
Uttarakhand,MG,Astor,2013,1308000,3,39100,244088,Petrol,128000
Puducherry,Mahindra,Thar,2023,1539000,3,7400,211553,Petrol,911000
Chandigarh,Hyundai,i20,2010,900000,5,43600,75857,Diesel,210000
Goa,Maruti Suzuki,Dzire,2016,885000,1,3100,134854,Diesel,463000
Manipur,Mahindra,Bolero,2016,905000,1,2500,144589,Petrol,442000
Tamil Nadu,Maruti Suzuki,Dzire,2014,901000,10,213500,217400,Petrol,89000
West Bengal,Kia,Carens,2022,1580000,2,4500,19973,Diesel,1385000
Odisha,Skoda,Slavia,2021,1368000,9,236400,153977,Petrol,438000
Chandigarh,Mahindra,XUV700,2014,2357000,5,10600,214607,Petrol,572000
Odisha,Toyota,Urban Cruiser Hyryder,2019,1549000,6,120400,76898,Diesel,907000
Andhra Pradesh,Hyundai,Venue,2015,1123000,5,16700,224152,Diesel,237000
Andaman and Nicobar Islands,Maruti Suzuki,Ertiga,2015,947000,9,214200,130883,Diesel,180000
Goa,Honda,Elevate,2011,1523000,3,21900,120458,Diesel,535000
Delhi,Tata,Tiago,2012,675000,10,337700,233390,Petrol,66000
Assam,Tata,Safari,2010,2253000,4,9000,150072,Diesel,517000
Arunachal Pradesh,Toyota,Urban Cruiser Hyryder,2019,1705000,6,78600,66524,Petrol,1096000
Haryana,Skoda,Kushaq,2015,1382000,6,159000,154517,Petrol,270000
Odisha,Tata,Nexon,2022,1138000,6,157000,99447,Diesel,605000
Odisha,MG,Hector,2010,1706000,3,43700,81250,Petrol,335000
Maharashtra,Toyota,Urban Cruiser Hyryder,2021,1704000,10,473700,138216,Diesel,589000
Tripura,MG,Hector,2012,1990000,2,600,104900,Petrol,595000
Puducherry,Kia,Carens,2023,1498000,9,127000,235288,Diesel,532000
Ladakh,Volkswagen,Virtus,2023,1303000,5,21000,155796,Diesel,740000
Telangana,Mahindra,Bolero,2011,944000,4,34200,186684,Diesel,172000
Tamil Nadu,Skoda,Octavia,2015,2619000,8,110400,176266,Diesel,276000
Manipur,MG,Hector,2013,2143000,7,86200,208541,Diesel,221000
Sikkim,Toyota,Fortuner,2016,3498000,3,42700,137389,Diesel,1847000
Madhya Pradesh,Tata,Safari,2011,1880000,5,41300,114740,Diesel,438000
Himachal Pradesh,Maruti Suzuki,Ertiga,2012,943000,3,38700,24140,Diesel,398000
Tamil Nadu,Tata,Safari,2013,2330000,5,12800,191642,Diesel,423000
Sikkim,MG,Hector,2010,2182000,6,167700,24333,Diesel,221000
West Bengal,Honda,Amaze,2021,954000,10,367100,53090,Petrol,361000
Andhra Pradesh,MG,Astor,2017,1473000,6,165000,104450,Petrol,419000
Nagaland,Hyundai,Creta,2015,1409000,10,371400,17658,Diesel,226000
Tripura,Toyota,Fortuner,2010,4544000,4,33200,218381,Diesel,1334000
Rajasthan,Hyundai,Venue,2011,1029000,5,36900,80456,Diesel,272000
Karnataka,Honda,Amaze,2022,1032000,4,48700,32818,Petrol,771000
Maharashtra,Skoda,Octavia,2010,3229000,1,4400,161864,Petrol,853000
Arunachal Pradesh,Toyota,Fortuner,2019,3738000,8,186500,116805,Petrol,1990000
Odisha,Hyundai,i20,2016,885000,5,10700,134303,Petrol,392000
Haryana,Toyota,Fortuner,2013,4293000,2,2700,195673,Petrol,2081000
Nagaland,Volkswagen,Polo,2020,964000,2,2600,208697,Petrol,418000
Ladakh,Toyota,Fortuner,2020,4410000,1,100,224580,Petrol,2433000
Tripura,Mahindra,XUV700,2012,1952000,3,37600,132010,Diesel,592000
Goa,Skoda,Octavia,2010,3225000,2,4000,118854,Petrol,940000
Assam,Kia,Carens,2016,1300000,10,223100,170419,Diesel,147000
Kerala,Honda,City,2020,1558000,8,152800,132155,Diesel,629000
Odisha,Hyundai,Creta,2022,1326000,5,32500,205261,Diesel,618000
West Bengal,Hyundai,Creta,2015,1484000,2,2800,178175,Diesel,549000
Dadra and Nagar Haveli and Daman and Diu,Volkswagen,Polo,2013,876000,5,22600,12592,Petrol,261000
Uttarakhand,Maruti Suzuki,Dzire,2015,743000,7,165900,112801,Diesel,204000
Bihar,Honda,Amaze,2015,962000,1,2500,171793,Petrol,455000
Karnataka,Skoda,Kushaq,2011,1626000,10,272800,165773,Petrol,164000
Arunachal Pradesh,Maruti Suzuki,Ertiga,2021,965000,6,194900,92369,Petrol,527000
Ladakh,Mahindra,Scorpio-N,2012,1920000,9,307400,224715,Petrol,188000
Karnataka,Toyota,Innova Crysta,2018,2435000,4,5900,197239,Petrol,1261000
Ladakh,Hyundai,Verna,2010,1414000,5,24800,46142,Petrol,429000
Meghalaya,Maruti Suzuki,Dzire,2023,860000,7,155100,210534,Petrol,363000
Nagaland,Hyundai,i20,2021,785000,7,55300,189415,Petrol,327000
Lakshadweep,MG,Hector,2019,1669000,7,100900,212780,Diesel,285000
West Bengal,Skoda,Octavia,2014,2571000,4,11500,125299,Diesel,738000
Dadra and Nagar Haveli and Daman and Diu,Kia,Sonet,2013,1175000,9,246000,111517,Diesel,164000
Lakshadweep,Skoda,Kushaq,2017,1447000,7,147700,195724,Petrol,242000
Arunachal Pradesh,Kia,Seltos,2017,1575000,2,2500,152627,Diesel,686000
Goa,Hyundai,Creta,2017,1368000,4,10500,160558,Petrol,588000
Dadra and Nagar Haveli and Daman and Diu,Skoda,Octavia,2022,3306000,1,4000,65930,Diesel,2486000
Sikkim,Tata,Nexon,2019,1136000,7,51500,161953,Diesel,369000
Puducherry,Volkswagen,Polo,2020,900000,6,170900,66797,Petrol,411000
Goa,Hyundai,Verna,2016,1378000,1,1300,38366,Petrol,811000
Andaman and Nicobar Islands,Hyundai,i20,2017,1004000,9,355400,49753,Petrol,279000
Puducherry,Kia,Sonet,2011,1023000,5,49300,119158,Diesel,272000
Telangana,MG,Hector,2018,1696000,4,45200,184574,Diesel,435000
Mizoram,Volkswagen,Virtus,2015,1278000,3,15800,248028,Diesel,164000
Uttarakhand,Tata,Tiago,2010,644000,4,18100,86747,Petrol,177000
Sikkim,Hyundai,i20,2019,934000,2,2900,46013,Petrol,650000
Andhra Pradesh,Mahindra,Scorpio-N,2023,1777000,10,482400,116716,Diesel,709000
Uttar Pradesh,Honda,Elevate,2020,1518000,2,4900,58107,Petrol,1084000
Maharashtra,Honda,City,2011,1300000,9,407900,38214,Diesel,128000
Nagaland,MG,Astor,2010,1278000,4,19200,210354,Petrol,133000
Jharkhand,Tata,Tiago,2010,645000,2,400,89761,Petrol,218000
Andaman and Nicobar Islands,Kia,Carens,2014,1388000,2,2000,136170,Diesel,554000
Tripura,Volkswagen,Virtus,2018,1321000,9,141000,88092,Petrol,429000
Nagaland,Tata,Safari,2017,2240000,5,49900,187216,Petrol,709000
West Bengal,Toyota,Fortuner,2015,3430000,8,140700,229230,Diesel,753000
Puducherry,Mahindra,Bolero,2021,962000,4,34000,7797,Diesel,674000
Andhra Pradesh,MG,Astor,2015,1328000,5,38000,245073,Petrol,134000
Assam,Honda,Elevate,2010,1490000,5,23000,187320,Petrol,428000
Arunachal Pradesh,Volkswagen,Polo,2017,936000,8,193000,50553,Petrol,250000
Arunachal Pradesh,MG,Hector,2012,2017000,3,10400,233304,Diesel,208000
Haryana,Maruti Suzuki,Ertiga,2010,1145000,2,4500,87375,Diesel,473000
Madhya Pradesh,MG,Hector,2020,1805000,6,94400,227358,Diesel,405000
Uttar Pradesh,Kia,Carens,2011,1471000,9,177300,55578,Diesel,182000
Andaman and Nicobar Islands,Maruti Suzuki,Dzire,2021,826000,7,95300,137504,Petrol,396000
Puducherry,Toyota,Fortuner,2019,3810000,2,4600,224180,Diesel,1779000
Goa,Tata,Nexon,2019,1087000,1,1400,169265,Petrol,545000
Telangana,Volkswagen,Taigun,2013,1670000,4,13700,85683,Diesel,439000
Odisha,Tata,Harrier,2015,1784000,4,17300,113523,Diesel,661000
Kerala,Honda,Amaze,2014,953000,8,143100,29225,Petrol,298000
Ladakh,Volkswagen,Polo,2012,950000,10,302200,14628,Petrol,95000
Maharashtra,Kia,Sonet,2020,1253000,5,18600,213737,Diesel,486000
Jammu and Kashmir,Skoda,Octavia,2011,3265000,4,21900,139551,Petrol,799000
Assam,Hyundai,Creta,2017,1489000,6,147600,158831,Diesel,444000
Assam,Toyota,Urban Cruiser Hyryder,2015,1410000,1,1300,232889,Diesel,584000
Sikkim,Hyundai,Creta,2014,1686000,8,193300,47662,Petrol,529000
Andaman and Nicobar Islands,MG,Astor,2021,1439000,7,174100,119024,Petrol,575000
Telangana,MG,Astor,2016,1393000,1,1900,83688,Petrol,641000
Nagaland,MG,Astor,2012,1439000,3,24700,139271,Petrol,353000
Himachal Pradesh,Tata,Harrier,2010,2173000,5,14300,28697,Diesel,450000
Karnataka,Volkswagen,Taigun,2013,1571000,3,24700,236461,Diesel,161000
Meghalaya,Mahindra,Bolero,2013,877000,9,296200,45406,Petrol,95000
Tamil Nadu,Hyundai,Verna,2016,1319000,4,36000,188180,Diesel,421000
Meghalaya,Hyundai,Verna,2022,1155000,7,135800,40003,Diesel,746000
West Bengal,MG,Astor,2015,1414000,10,114100,133007,Petrol,147000
Kerala,Mahindra,Scorpio-N,2018,1821000,1,4900,220806,Diesel,728000
Manipur,Tata,Safari,2013,1994000,7,74300,84151,Diesel,455000
Kerala,Kia,Seltos,2016,1497000,8,59100,182018,Diesel,332000
Uttarakhand,Tata,Tiago,2018,630000,2,3800,223689,Petrol,232000
Gujarat,Kia,Seltos,2012,1437000,9,301300,155649,Diesel,137000
Uttar Pradesh,Kia,Seltos,2014,1505000,2,4900,199527,Diesel,464000
Dadra and Nagar Haveli and Daman and Diu,Toyota,Urban Cruiser Hyryder,2011,1826000,3,32800,210912,Diesel,631000
Goa,Tata,Nexon,2021,1141000,5,18000,159705,Diesel,540000
Chandigarh,Honda,City,2017,1241000,6,63100,125651,Diesel,473000
Sikkim,Honda,City,2012,1418000,6,159300,81871,Petrol,460000
Punjab,Maruti Suzuki,Swift,2010,670000,7,115200,144268,Petrol,158000
Gujarat,Tata,Tiago,2016,676000,5,27600,239020,Petrol,138000
Meghalaya,Skoda,Octavia,2011,2963000,6,60000,90613,Petrol,608000
Gujarat,Kia,Carens,2011,1602000,5,32700,93545,Diesel,426000
Mizoram,Hyundai,Verna,2022,1481000,10,236800,55238,Diesel,760000
Lakshadweep,Mahindra,Thar,2017,1540000,7,122000,61415,Petrol,655000
Assam,MG,Astor,2020,1572000,5,5300,79688,Diesel,755000
Uttarakhand,Tata,Harrier,2019,1860000,6,75500,212161,Petrol,556000
Rajasthan,Mahindra,Thar,2021,1653000,10,341500,191655,Diesel,370000
Sikkim,Skoda,Slavia,2018,1390000,6,139300,8294,Diesel,537000
Andaman and Nicobar Islands,Tata,Safari,2017,2434000,9,465800,60217,Petrol,758000
Mizoram,Kia,Seltos,2019,1677000,8,197100,25606,Diesel,742000
Ladakh,Toyota,Innova Crysta,2015,2344000,8,57800,123357,Petrol,1080000
Karnataka,MG,Astor,2016,1427000,1,2300,205524,Diesel,361000
Tripura,Skoda,Kushaq,2023,1445000,2,3200,37373,Petrol,1197000
Haryana,MG,Astor,2012,1265000,7,194200,206031,Diesel,125000
Maharashtra,Kia,Carens,2022,1307000,2,2600,100204,Diesel,913000
Uttar Pradesh,Volkswagen,Virtus,2017,1310000,3,31200,46148,Diesel,566000
Sikkim,Volkswagen,Polo,2011,812000,10,405800,105493,Petrol,85000
Uttarakhand,Mahindra,Thar,2012,1657000,10,363900,164830,Petrol,167000
Uttarakhand,Maruti Suzuki,Dzire,2012,826000,8,73800,154240,Diesel,161000
Tripura,Skoda,Octavia,2023,3327000,3,35000,244391,Diesel,1711000
Meghalaya,Tata,Safari,2013,2489000,3,24200,89600,Petrol,1022000
Maharashtra,MG,Astor,2020,1383000,8,113400,163138,Petrol,413000
Jammu and Kashmir,Hyundai,Venue,2012,1223000,8,68300,69189,Petrol,342000
Uttarakhand,Skoda,Slavia,2011,1552000,7,118200,210269,Petrol,159000
Lakshadweep,Maruti Suzuki,Ertiga,2021,1094000,5,31100,20672,Petrol,802000
Jammu and Kashmir,Volkswagen,Virtus,2011,1521000,5,43000,43268,Petrol,348000
Telangana,Kia,Carens,2013,1333000,8,105100,213549,Diesel,128000
Chhattisgarh,Volkswagen,Polo,2013,898000,5,27400,203437,Petrol,132000
Sikkim,Volkswagen,Polo,2014,835000,1,1100,160825,Petrol,286000
Arunachal Pradesh,Mahindra,Scorpio-N,2021,1936000,5,15400,81341,Diesel,1179000
Andaman and Nicobar Islands,Honda,City,2021,1502000,3,44800,38699,Diesel,1151000
Mizoram,Mahindra,Thar,2019,1768000,3,43300,84418,Petrol,1037000
Jammu and Kashmir,Skoda,Slavia,2012,1390000,3,43500,95233,Diesel,358000
Tripura,Volkswagen,Polo,2018,811000,3,36700,131367,Petrol,329000
Chhattisgarh,Toyota,Fortuner,2013,3771000,5,44900,44344,Petrol,2037000
Tamil Nadu,Volkswagen,Virtus,2020,1429000,1,4300,242581,Petrol,602000
Telangana,Maruti Suzuki,Ertiga,2015,1142000,2,2200,138016,Petrol,636000
Bihar,Volkswagen,Polo,2013,906000,3,47700,72127,Petrol,285000
Chandigarh,Tata,Nexon,2014,1373000,5,11000,149697,Petrol,429000
Chhattisgarh,Tata,Harrier,2013,1737000,10,499300,68947,Diesel,173000
Lakshadweep,Maruti Suzuki,Dzire,2011,870000,8,80500,56491,Diesel,188000
Madhya Pradesh,Hyundai,Creta,2014,1544000,1,4800,154246,Diesel,642000
Haryana,Volkswagen,Polo,2022,818000,10,408800,171443,Petrol,124000
Mizoram,Kia,Carens,2020,1304000,6,183000,51276,Diesel,700000
Punjab,Honda,Elevate,2014,1387000,9,363700,182692,Diesel,140000
Haryana,Tata,Safari,2018,1874000,8,92800,128340,Petrol,618000
West Bengal,Honda,City,2017,1579000,9,195800,94766,Petrol,607000
Manipur,Mahindra,Scorpio-N,2015,1901000,9,347400,205912,Petrol,194000
Maharashtra,MG,Hector,2013,1800000,7,95000,205906,Petrol,182000
Karnataka,Toyota,Urban Cruiser Hyryder,2020,1831000,7,120600,161035,Petrol,926000
Dadra and Nagar Haveli and Daman and Diu,Honda,Amaze,2015,804000,6,132700,195502,Petrol,186000
Uttar Pradesh,Kia,Seltos,2016,1726000,7,142700,19498,Petrol,756000
Nagaland,Maruti Suzuki,Baleno,2021,776000,5,29500,72090,Petrol,514000
Tripura,Toyota,Urban Cruiser Hyryder,2013,1629000,4,45500,214053,Diesel,546000
Gujarat,Hyundai,Creta,2021,1347000,10,346300,130745,Petrol,451000
Tripura,Volkswagen,Taigun,2019,1401000,7,65500,158646,Petrol,432000
Sikkim,Honda,Elevate,2014,1441000,8,85200,34106,Petrol,515000
Uttarakhand,Tata,Tiago,2019,668000,9,146100,57427,Petrol,244000
Lakshadweep,Honda,Elevate,2014,1514000,1,1200,185766,Petrol,689000
Rajasthan,Toyota,Innova Crysta,2013,2685000,6,172800,53271,Petrol,1287000
Sikkim,Mahindra,Scorpio-N,2021,1761000,1,1100,249496,Petrol,871000
West Bengal,Kia,Sonet,2023,1307000,1,4200,143516,Diesel,906000
West Bengal,Maruti Suzuki,Dzire,2017,870000,10,275000,79094,Petrol,268000
Goa,Skoda,Kushaq,2022,1514000,2,4700,139611,Diesel,952000
Madhya Pradesh,Hyundai,Verna,2017,1424000,3,47600,123302,Diesel,620000
Sikkim,Volkswagen,Polo,2021,976000,7,55600,220012,Petrol,310000
Andhra Pradesh,MG,Astor,2013,1198000,7,89500,89511,Diesel,157000
Rajasthan,Skoda,Slavia,2013,1465000,10,285900,206831,Petrol,142000
Jharkhand,Mahindra,Scorpio-N,2010,1719000,10,120700,144833,Petrol,212000
Chhattisgarh,Toyota,Innova Crysta,2020,2821000,4,24900,59737,Petrol,2073000
Nagaland,Mahindra,XUV700,2010,2272000,8,82300,40995,Diesel,309000
Maharashtra,Kia,Seltos,2016,1574000,4,29900,57071,Petrol,793000
Kerala,Skoda,Octavia,2011,3202000,4,12900,47698,Diesel,710000
Tamil Nadu,Toyota,Innova Crysta,2011,2268000,9,288700,214660,Diesel,272000
Haryana,Volkswagen,Taigun,2022,1278000,7,76200,115104,Diesel,637000
Punjab,Hyundai,Verna,2020,1474000,4,10500,83825,Diesel,923000
Arunachal Pradesh,Honda,Elevate,2015,1566000,3,21300,16893,Petrol,858000
Himachal Pradesh,Skoda,Kushaq,2017,1338000,1,500,204829,Petrol,493000
Odisha,Toyota,Urban Cruiser Hyryder,2012,1559000,3,16400,114901,Petrol,890000
Kerala,Toyota,Fortuner,2010,4344000,4,25100,135431,Diesel,1802000
Mizoram,MG,Astor,2010,1202000,1,3900,91922,Petrol,327000
Jharkhand,Kia,Seltos,2022,1619000,9,189000,161895,Petrol,641000
Tamil Nadu,Mahindra,Thar,2011,1562000,8,171700,34467,Diesel,215000
Lakshadweep,Volkswagen,Taigun,2022,1661000,1,2600,171947,Diesel,992000
Mizoram,Tata,Harrier,2015,2094000,2,3900,165854,Diesel,713000
Madhya Pradesh,Tata,Tiago,2022,653000,4,48200,42380,Petrol,481000
Uttar Pradesh,Honda,Elevate,2013,1322000,3,48200,70711,Diesel,532000
Chandigarh,MG,Astor,2012,1509000,7,148200,90968,Petrol,188000
Assam,Kia,Carens,2013,1210000,1,1200,52755,Petrol,633000
Meghalaya,Tata,Safari,2019,2083000,8,140200,131032,Petrol,771000
Uttar Pradesh,Volkswagen,Taigun,2014,1479000,8,80900,148099,Diesel,173000
Jammu and Kashmir,Toyota,Innova Crysta,2012,2873000,6,177800,71921,Diesel,1122000
Sikkim,Skoda,Slavia,2015,1217000,1,4400,116808,Petrol,502000
Chandigarh,Hyundai,i20,2014,914000,6,130500,38108,Diesel,261000
Goa,Skoda,Kushaq,2018,1454000,3,49600,56086,Petrol,806000
Madhya Pradesh,Toyota,Urban Cruiser Hyryder,2012,1648000,9,375300,152556,Petrol,425000
Telangana,Skoda,Kushaq,2018,1587000,6,91600,48713,Petrol,731000
Manipur,Tata,Safari,2014,2436000,7,127700,17822,Diesel,654000
Uttarakhand,Volkswagen,Virtus,2021,1325000,1,600,83641,Diesel,910000
Punjab,Mahindra,Thar,2016,1388000,3,36500,41779,Petrol,742000
Meghalaya,Kia,Seltos,2016,1670000,4,21300,160036,Diesel,572000
Nagaland,Tata,Safari,2021,1951000,3,18500,158597,Diesel,999000
Nagaland,Toyota,Fortuner,2018,4164000,9,153800,86568,Diesel,1932000
Andaman and Nicobar Islands,Honda,City,2019,1417000,3,9600,124109,Diesel,809000
Assam,Kia,Sonet,2017,1061000,10,188300,116649,Diesel,237000
Manipur,Skoda,Kushaq,2021,1315000,10,290100,163155,Petrol,332000
Delhi,Kia,Sonet,2011,1040000,5,23100,231798,Diesel,132000
Sikkim,Kia,Carens,2015,1541000,1,800,26782,Diesel,781000
Delhi,Mahindra,Bolero,2011,1050000,8,197000,209713,Diesel,106000
Tripura,Maruti Suzuki,Swift,2022,719000,2,4700,173474,Petrol,445000
Meghalaya,Toyota,Urban Cruiser Hyryder,2019,1683000,7,60400,115580,Diesel,867000
Andaman and Nicobar Islands,Volkswagen,Polo,2010,998000,7,56700,109514,Petrol,133000
Arunachal Pradesh,Toyota,Fortuner,2016,3751000,1,3700,215212,Diesel,1701000
Tamil Nadu,Toyota,Fortuner,2022,3732000,6,170100,17530,Diesel,2892000
Karnataka,Mahindra,Scorpio-N,2022,2037000,3,37800,96367,Petrol,1403000
Lakshadweep,Mahindra,Scorpio-N,2011,2087000,2,3300,244644,Diesel,349000
Kerala,Kia,Seltos,2021,1487000,6,138300,132255,Diesel,741000
Karnataka,Tata,Harrier,2013,1710000,5,38200,157527,Diesel,381000
Lakshadweep,Tata,Safari,2011,2278000,2,700,57066,Diesel,738000
Jharkhand,Toyota,Urban Cruiser Hyryder,2012,1530000,7,77200,246502,Diesel,271000
Goa,Toyota,Fortuner,2010,3931000,9,181300,69462,Diesel,991000
Manipur,Mahindra,XUV700,2017,2336000,4,14500,174841,Petrol,891000
Arunachal Pradesh,MG,Astor,2016,1542000,9,397800,150836,Petrol,153000
Ladakh,MG,Astor,2016,1453000,5,28900,200767,Diesel,201000
Telangana,Mahindra,Scorpio-N,2011,1923000,3,26100,186717,Petrol,546000
Himachal Pradesh,Hyundai,Verna,2011,1314000,10,219400,216616,Diesel,134000
Puducherry,Mahindra,Bolero,2023,931000,8,164800,18946,Diesel,609000
Chhattisgarh,Tata,Nexon,2018,1222000,1,2800,175466,Diesel,547000
Jharkhand,Hyundai,Venue,2021,957000,10,232100,77375,Petrol,404000
Delhi,Kia,Carens,2012,1511000,4,48400,108873,Diesel,486000
Punjab,Toyota,Fortuner,2018,4084000,3,40400,111729,Diesel,2550000
Bihar,Toyota,Urban Cruiser Hyryder,2011,1417000,2,4300,165917,Diesel,628000
Madhya Pradesh,Mahindra,XUV700,2010,2312000,8,81300,175238,Diesel,222000
Uttar Pradesh,MG,Astor,2016,1528000,8,86300,187561,Diesel,148000
Punjab,Toyota,Fortuner,2014,4249000,2,1500,135988,Diesel,2186000
Manipur,Toyota,Urban Cruiser Hyryder,2015,1664000,2,4300,123417,Diesel,877000
Bihar,Skoda,Kushaq,2011,1582000,1,4300,49174,Petrol,507000
Tripura,Honda,City,2019,1526000,6,68200,152682,Petrol,669000
Delhi,Tata,Tiago,2011,743000,3,44300,233615,Petrol,115000
Andaman and Nicobar Islands,Tata,Tiago,2017,711000,10,120300,12953,Petrol,214000
Punjab,Honda,City,2012,1337000,9,187800,159692,Petrol,237000
Jharkhand,MG,Astor,2020,1584000,7,167400,148649,Petrol,515000
Chhattisgarh,Toyota,Fortuner,2013,3839000,8,99400,219325,Diesel,794000
Bihar,Volkswagen,Polo,2023,956000,2,4300,159962,Petrol,649000
Rajasthan,Skoda,Octavia,2018,3068000,7,193200,141753,Petrol,907000
Himachal Pradesh,Volkswagen,Taigun,2020,1407000,7,164100,116757,Diesel,488000
Arunachal Pradesh,Volkswagen,Taigun,2017,1420000,7,130200,164819,Diesel,266000
Odisha,Maruti Suzuki,Swift,2011,634000,10,317200,85509,Petrol,64000
Bihar,Skoda,Kushaq,2014,1296000,4,28100,105899,Petrol,455000
West Bengal,Skoda,Octavia,2018,3314000,1,1800,102209,Petrol,1791000
Kerala,Mahindra,Scorpio-N,2013,1657000,4,42400,134833,Petrol,557000
Tripura,Mahindra,Thar,2010,1804000,4,48200,242081,Diesel,189000
Tripura,Mahindra,Scorpio-N,2016,2138000,3,14300,16732,Petrol,1149000
Mizoram,Kia,Carens,2023,1430000,5,18400,241476,Diesel,675000
Andhra Pradesh,Kia,Sonet,2023,1156000,4,37000,241211,Diesel,575000
Uttar Pradesh,Maruti Suzuki,Ertiga,2021,978000,2,900,63451,Petrol,738000
Delhi,Hyundai,Creta,2012,1517000,5,49600,199010,Diesel,273000
Odisha,Honda,Elevate,2022,1393000,7,103000,36300,Petrol,954000
Delhi,Mahindra,XUV700,2010,2111000,8,78700,127934,Petrol,404000
Tripura,Tata,Nexon,2022,1295000,4,33600,22668,Diesel,971000
Jharkhand,Volkswagen,Polo,2020,973000,9,199100,249741,Petrol,99000
Assam,MG,Hector,2015,2156000,5,16500,230309,Diesel,215000
Bihar,Kia,Sonet,2014,1075000,2,1800,137538,Petrol,497000
Sikkim,Volkswagen,Taigun,2011,1667000,4,44400,226098,Diesel,168000
Jharkhand,Skoda,Slavia,2020,1214000,7,185800,22073,Petrol,602000
Karnataka,Toyota,Innova Crysta,2011,2154000,4,5400,184389,Diesel,728000
Bihar,Kia,Carens,2013,1240000,1,4600,204799,Petrol,428000
Dadra and Nagar Haveli and Daman and Diu,MG,Astor,2019,1309000,8,112300,106388,Diesel,381000
Tamil Nadu,Volkswagen,Virtus,2012,1576000,9,288800,124071,Petrol,152000
Kerala,Kia,Sonet,2015,1337000,1,3500,198988,Diesel,459000
Chandigarh,Kia,Carens,2023,1560000,7,82800,64502,Diesel,1017000
Uttar Pradesh,Kia,Sonet,2017,1186000,7,171500,121363,Diesel,353000
Uttar Pradesh,Tata,Tiago,2021,600000,10,202000,55060,Petrol,233000
Puducherry,Kia,Sonet,2013,1252000,3,35800,107977,Petrol,556000
Andaman and Nicobar Islands,Honda,Elevate,2013,1460000,6,194600,61931,Petrol,512000
Ladakh,Kia,Seltos,2010,1813000,4,30300,186919,Petrol,473000
Jharkhand,Kia,Carens,2013,1518000,7,133000,44500,Diesel,379000
Himachal Pradesh,Volkswagen,Virtus,2022,1446000,9,485500,165517,Petrol,383000
Chhattisgarh,Hyundai,i20,2023,767000,1,2700,232924,Petrol,455000
Tamil Nadu,Mahindra,XUV700,2014,2389000,2,3000,225378,Diesel,590000
